model,variable,right_coding,explanation
NK_GM07,Rational_Expectations,true,"True. The model is a forward-looking optimizing NNS/New Keynesian model, with equilibrium conditions using E t ​ expectations over future prices, multipliers, and returns; this is a rational-expectations setup rather than adaptive learning, pp. 1 and 10. Goodfriend and McCallum - 2007 …"
NK_GM07,Lagged_Terms,true,"True. The baseline private-sector model is mostly forward-looking/static around steady state, but the dynamic policy block includes nontrivial lags: the interest-rate rule includes lagged R t−1 IB ​ for interest-rate smoothing, and the alternative money-growth rule includes lagged Δh t−1 ​ , p. 24. Goodfriend and McCallum - 2007 …"
NK_GM07,Sticky_Price_Sector,Final Goods Firms,"Final Goods Firms. Sticky pricing applies to the monopolistically competitive goods producers supplying differentiated consumption goods: the household/producer has market power over its own produced good and faces a Dixit–Stiglitz demand system, and the sticky-price version replaces the goods-sector labor-demand equation with a Calvo price-adjustment relation, pp. 6–7 and 10. Goodfriend and McCallum - 2007 … Goodfriend and McCallum - 2007 …"
NK_GM16,CB_Authors,0,"False — 0% (0/2 authors). The paper’s title page lists Jordi Galí and Tommaso Monacelli as the two authors (p. 3829), and I found only advisory/visitor/consulting-type central-bank links before publication: Galí lists Norges Bank “Scientific Advisor,” ECB “Research Visitor,” Fed “Visiting Scholar,” etc., while Monacelli lists ECB consultant/visiting researcher and Riksbank visiting researcher, all excluded under your rule. Galí and Monacelli - 2016 - Und… crei.cat +2 economics.unibocconi.eu +2"
NK_GM16,Rational_Expectations,true,"True. The equilibrium conditions use model-consistent expectations, e.g. the Euler equation and Phillips curves include E t ​ {c t+1 ​ }, E t ​ {π t+1 ​ }, and E t ​ {π t+1 w ​ }, with no learning or alternative expectation-formation mechanism; cite p. 3837. Galí and Monacelli - 2016 - Und…"
NK_GM16,Sticky_Price_Sector,Final Goods Firms,"Final Goods Firms. The paper says its baseline model builds on Galí–Monacelli (2005), whose Calvo price-setting applies to domestic firms producing differentiated goods in the final consumption-good economy; in this model’s own notation, the relevant sticky-price Phillips curve is for domestic goods inflation π H,t ​ , so code it as Final Goods Firms; cite p. 3831. Galí and Monacelli - 2016 - Und…"
NK_GM16,Price_Index_Method,Prev Price Inflation,"Prev Price Inflation. In the medium-scale DSGE extension, non-reoptimizing domestic producers and importers index their prices to lagged inflation, so the price-indexation method is previous price inflation; cite p. 3851. Galí and Monacelli - 2016 - Und…"
NK_GM16,Wage_Index_Method,Prev Wage Inflation,"Prev Wage Inflation. The medium-scale DSGE extension says non-reoptimizing workers mechanically index wages to lagged wage inflation, so the wage-indexation method is previous wage inflation; cite p. 3851. Galí and Monacelli - 2016 - Und…"
NK_GS14,Rational_Expectations,true,"True. The model uses rational expectations: households and entrepreneurs maximize expected discounted utility with E 0 ​ , and equilibrium conditions include conditional expectations E t ​ , e.g. the household Euler equation and Phillips curve on pp. 149–150 and 173. Gambacorta and Signoretti - 201… Gambacorta and Signoretti - 201…"
NK_GS14,Lagged_Terms,true,"True. Lagged state variables enter nontrivially through entrepreneurs’ net worth and loan demand, bank capital accumulation, physical capital accumulation, and the resource constraint; for example, Eq. (20) on p. 153 includes r ~ t−1 b ​ , B t−1 ​ , and K t−1 ​ , while Appendix C on p. 173 includes lagged bank capital/profits and lagged physical capital. Gambacorta and Signoretti - 201… Gambacorta and Signoretti - 201…"
NK_GS14,Sticky_Price_Sector,Final Goods Firms,"Final Goods Firms. Sticky prices apply at the retailer/final-good stage: retailers buy intermediate goods from entrepreneurs, costlessly differentiate/brand them, and sell the differentiated goods with Rotemberg price stickiness; see p. 149. Gambacorta and Signoretti - 201…"
NK_GSSZ17,CB_Authors,75,"True — 75% (3/4 authors). The paper’s first page lists the authors and gives Sim and Zakrajšek as Federal Reserve Board staff on p. 785; external checks show Gilchrist was a Fed Board staff economist before BU, Sim was listed at the Federal Reserve Board in 2012, and Zakrajšek began in the Federal Reserve System in 1995, while Schoenle’s central-bank employment appears later rather than prior to the 2017 publication. Gilchrist et al. - 2017 - Infla… bostonfed.org +3 bostonfed.org +3 aeaweb.org +3"
NK_GSSZ17,Rational_Expectations,true,"True. The model is a forward-looking general-equilibrium model: firms choose prices by trading off current profits against future customer-base value, and the Phillips-curve section/model simulations use expected future variables, which is the rational-expectations convention unless otherwise stated; see the model setup on p. 787. Gilchrist et al. - 2017 - Infla…"
NK_GSSZ17,Lagged_Terms,true,"True. The model has nontrivial lagged state variables through customer-market/deep-habit dynamics: the customer base is sticky and current pricing affects future demand/market share, so past customer relationships enter equilibrium pricing incentives; see p. 787. Gilchrist et al. - 2017 - Infla…"
NK_GSSZ17,Sticky_Price_Sector,Other,"Other. Sticky prices apply to the monopolistically competitive customer-market firms that set producer prices/good-level prices; the paper does not use a separate final/intermediate-goods production chain for the nominal rigidity, so “Other” is the clean classification. Gilchrist et al. - 2017 - Infla…"
NK_GSSZ17,Sticky_Wages,false,"False. The model has nominal price rigidities, customer-market demand dynamics, and costly external equity finance, but no staggered wage setting or wage rigidity block; the model section list contains no wage-setting subsection. Gilchrist et al. - 2017 - Infla…"
NK_IR04,CB_Authors,100,"True — 100%. The paper has one author, Peter N. Ireland, and the paper’s title page identifies him as the sole author and as a Boston College professor on p. 969. Ireland - 2004 - Money’s Role i… His Richmond Fed profile states that he was an economist in the Research Department of the Federal Reserve Bank of Richmond from 1991 to 1996, which is central-bank employment prior to the 2004 publication. richmondfed.org"
NK_IR04,Lagged_Terms,true,"True. The monetary policy rule includes lagged variables: r t ​ responds to r t−1 ​ , y t−1 ​ , and π t−1 ​ , with the lagged interest rate generating gradual interest-rate adjustment on p. 974. Ireland - 2004 - Money’s Role i…"
NK_IR04,Date_Pub,2004,"2004. The paper was published in the Journal of Money, Credit, and Banking, Vol. 36, No. 6, in December 2004, as shown on p. 969. Ireland - 2004 - Money’s Role i…"
NK_IR04,Est_Date_Range_Start,1980,"1980:Q1. Ireland estimates the model using quarterly U.S. data running from 1980:Q1 through 2001:Q3, as stated on p. 978. mmb-model-description"
NK_IR04,Est_Date_Range_End,2001,"2001:Q3. Ireland estimates the model using quarterly U.S. data running from 1980:Q1 through 2001:Q3, as stated on p. 978. mmb-model-description"
NK_IR04,Calibrated,true,"True. The model is mainly estimated by maximum likelihood, but two structural parameters are fixed prior to estimation: Ireland states that ω 1 ​ =1 and ψ=0.1 are held fixed because unconstrained estimation gave unreasonable values, on p. 975. Ireland - 2004 - Money’s Role i…"
NK_JO15_ht,Rational_Expectations,true,"True. The model uses rational expectations: its New Keynesian Phillips curves are explicitly forward-looking with E t ​ (π t+1 ​ ) terms on p. 13, and the model is solved as a standard Dynare DSGE simulation. Jang and Okano - 2015 - Product…"
NK_JO15_ht,Lagged_Terms,true,"True. The model includes lagged terms through interest-rate smoothing in the Taylor rule, r ^ t ​ =ϱ r ^ t−1 ​ +(1−ϱ)(ϕ π ​ π t ​ +ϕ x ​ x t ​ )+m t ​ , and CPI inflation also contains changes in output gaps and productivity, e.g. x t ​ −x t−1 ​ and a t ​ −a t−1 ​ , on p. 14. Jang and Okano - 2015 - Product…"
NK_JO15_ht,Sticky_Price_Sector,Other,"Other. Sticky prices apply to the monopolistically competitive differentiated-goods producers in each country: p. 9 says a “typical firm” produces a differentiated good and then assumes, following Calvo–Yun, that firms set prices in staggered fashion. Jang and Okano - 2015 - Product…"
NK_KM16,CB_Authors,100,"True — 100% (2/2 authors). Krause worked as a Senior Research Economist at the Deutsche Bundesbank from 2005–2013, and Moyen is listed in the paper as being at the Deutsche Bundesbank Economic Research Center; the paper itself identifies the authors as Michael U. Krause and Stéphane Moyen and gives Moyen’s Bundesbank affiliation on p. 142/143. Krause and Moyen - 2016 - Publi… wiso.uni-koeln.de +1"
NK_KM16,Learning,true,True. The model explicitly includes “learning about the inflation target” via imperfect information: agents solve a signal-extraction problem using a Kalman filter to infer whether policy changes reflect transitory shocks or persistent changes in the inflation target; see p. 143 and p. 147. Krause and Moyen - 2016 - Publi… Krause and Moyen - 2016 - Publi…
NK_KM16,Sticky_Price_Sector,Intermediate Goods Firms,"Intermediate Goods Firms. The paper says firms are monopolistic competitors selling differentiated products and set prices with Calvo adjustment, which corresponds to sticky pricing at the differentiated/intermediate-goods firm level; see p. 147. Krause and Moyen - 2016 - Publi…"
NK_KM16,Price_Indexation,false,"False. The paper specifies Calvo sticky prices but does not include backward price indexation; the pricing block is described simply as stochastic Calvo adjustment on p. 147, and the calibration lists only the Calvo parameter θ=0.75, with no indexation parameter on p. 157. Krause and Moyen - 2016 - Publi… Krause and Moyen - 2016 - Publi…"
NK_KRS12,CB_Authors,66.7,"True — 66.7% (2/3 authors). The paper’s title page lists Prakash Kannan, Pau Rabanal, and Alasdair M. Scott as the authors, all IMF-affiliated at publication; Kannan previously worked at Bank Negara Malaysia, and Scott previously worked at the Reserve Bank of New Zealand and Bank of England, while Rabanal’s Bank of Spain role was only a summer internship, which I exclude. Kannan et al. - 2012 - Monetary… gic.com.sg +2 imf.org +2"
NK_KRS12,Gov_Debt,false,"False. The model has private deposits/loans between savers, intermediaries, and borrowers, but the market-clearing condition is only αB t ​ +(1−α)B t B ​ =0, so there is no government debt stock or government budget/debt block affecting equilibrium on p. 11. Kannan et al. - 2012 - Monetary…"
NK_KRS12,Rational_Expectations,true,"True. The model is a forward-looking DSGE model: household optimality conditions and Calvo price-setting conditions explicitly involve expectations E t ​ of future variables, and there is no alternative learning/adaptive-expectations mechanism specified. Kannan et al. - 2012 - Monetary…"
NK_KRS12,Sticky_Wages,false,"False. Wages are flexible labor-market-clearing prices: the equilibrium definition includes wages W t C ​ and W t D ​ , and labor supply/market-clearing conditions are imposed, but the only nominal rigidity specified is Calvo price setting by intermediate-goods firms on pp. 9–10. Kannan et al. - 2012 - Monetary…"
NK_KRS12,Date_Pub,2012,"2012. The title page lists the article in The B.E. Journal of Macroeconomics, Volume 12, Issue 1, Article 16, with publication by De Gruyter in 2012. Kannan et al. - 2012 - Monetary…"
NK_KW16,Tax,false,"False. The model includes lump-sum taxes that adjust with lagged debt to ensure fiscal solvency, but the paper explicitly says that adding small distortionary taxes is “unlikely to change” the qualitative conclusions; the substantive equilibrium channel is deficit financing through banks/MMFs, not tax distortions. See p. 58, equations (13)–(15). Kirchner and Wijnbergen - 2016 …"
NK_KW16,Rational_Expectations,true,"True. The model uses standard forward-looking expectations: households maximize “expected discounted utility,” and the monetary/financial equilibrium includes expected future returns and continuation values, with no alternative learning or bounded-rationality mechanism. See p. 55 for household expectations and p. 56 for banks’ expected terminal-wealth problem. Kirchner and Wijnbergen - 2016 …"
NK_KW16,Lagged_Terms,true,"True. The model has nontrivial lagged state dependence through habit formation in consumption, one-period government debt rollover, lagged debt in the tax rule, and interest-rate smoothing in the Taylor rule. See p. 55 for habit formation, p. 58 for lagged debt/taxes, and p. 59 for the calibrated interest-rate smoothing parameter. Kirchner and Wijnbergen - 2016 … Kirchner and Wijnbergen - 2016 … Kirchner and Wijnbergen - 2016 …"
NK_KW16,Sticky_Price_Sector,Intermediate Goods Firms,"Intermediate Goods Firms. The production chain has intermediate goods producers making differentiated goods that are bought/repackaged by retail firms, and the paper calibrates the “elasticity of substitution among intermediate goods” together with the “Calvo probability of keeping prices fixed,” so the sticky-price block applies to differentiated intermediate goods prices. See pp. 55 and 58. Kirchner and Wijnbergen - 2016 … Kirchner and Wijnbergen - 2016 …"
NK_MCN99cr,Gov_Spend,false,"False. The model’s equilibrium block is an IS equation, money-demand/LM equation, exogenous investment/capacity-output processes, and price adjustment; government spending appears only as an instrument for estimation, not as a modeled fiscal sector affecting equilibrium. See pp. 20–23 for the aggregate-demand block and p. 29 for “AgFt,” the log change in quarterly defense spending, used only as an instrument. McCallum and Nelson - 1999 - Pe… McCallum and Nelson - 1999 - Pe… McCallum and Nelson - 1999 - Pe…"
NK_MCN99cr,Rational_Expectations,true,"True. The model has rational expectations: its structural equations include expectations such as E t ​ y t+1 ​ and E t ​ Δp t+1 ​ , and the authors use the MSV “bubble-free” rational-expectations solution concept on p. 26. McCallum and Nelson - 1999 - Pe… McCallum and Nelson - 1999 - Pe…"
NK_MCN99cr,Lagged_Terms,true,"True. Lagged terms matter through the policy-rule experiments and the P-bar variant: the authors explicitly compare contemporaneous versus lagged policy responses and note that lagged responses change stabilization performance, while the P-bar price adjustment equation uses lagged price/output-gap terms. See pp. 26 and 35–37. McCallum and Nelson - 1999 - Pe… McCallum and Nelson - 1999 - Pe… McCallum and Nelson - 1999 - Pe…"
NK_MCN99cr,Sticky_Price_Method,Calvo,"Calvo. More precisely, the paper uses two aggregate-supply variants: a Roberts-style Calvo–Rotemberg Phillips curve and an alternative P-bar price-adjustment model, but for the MMB “NK_MCN99cr” implementation the sticky-price method is coded as the Calvo–Rotemberg model; see pp. 16 and 48. McCallum and Nelson - 1999 - Pe… McCallum and Nelson - 1999 - Pe…"
NK_MCN99cr,Sticky_Price_Sector,Final Goods Firms,"Final Goods Firms. The relevant McCallum–Nelson sticky-price block is an aggregate final-goods price-adjustment setup: Gertler’s discussion of their “Calvo-Rotemberg Price Adjustment” variant says the model has monopolistic competition and price stickiness, with price stickiness motivated by quadratic costs of changing nominal prices; a related Clarida–Galí–Gertler note explicitly describes McCallum–Nelson (1999) as having “final goods prices sticky.” McCallum and Nelson - 1999 - Pe… Clarida et al. - 2002 - A Simpl…"
NK_MCN99cr,Date_Pub,1999,"January 1999. The NBER volume front matter lists the publication date as January 1999, and the chapter itself appears in Monetary Policy Rules, University of Chicago Press, pp. 15–56. McCallum and Nelson - 1999 - Pe…"
NK_MCN99cr,Working_Paper,false,"False. It was published as a chapter in the University of Chicago Press/NBER volume Monetary Policy Rules, not only as a working paper; the front matter lists the publisher, publication date, and chapter pages 15–56. McCallum and Nelson - 1999 - Pe…"
NK_MCN99cr,Est_Date_Range_Start,1955,1955. The authors state that their estimation uses quarterly U.S. data for 1955–96; see p. 16. McCallum and Nelson - 1999 - Pe…
NK_MCN99cr,Est_Date_Range_End,1996,1996. The authors state that estimation uses quarterly U.S. data for 1955–96; see p. 16. McCallum and Nelson - 1999 - Pe…
NK_MI14,Gov_Spend,true,"True. The model’s fiscal instrument is public employment: government hiring shifts aggregate labor demand, raises tightness, crowds out private employment less than one-for-one, and therefore changes aggregate employment/unemployment in equilibrium. See especially p. 191, where Michaillat states that increasing public employment raises labor-market tightness and affects private employment, and p. 199, where he states the multiplier is positive because crowding-out is less than one-for-one. Michaillat - 2014 - A Theory of… Michaillat - 2014 - A Theory of…"
NK_MI14,Tax,false,"False. The government uses a labor tax only to balance the budget each period; the equilibrium is solved taking public employment g and the real wage w as given, with aggregate employment and tightness pinned down by quasi-labor supply and aggregate labor demand, not by a tax wedge. On p. 195, taxes appear only as the financing instrument for public employment costs. Michaillat - 2014 - A Theory of…"
NK_MI14,Rational_Expectations,true,"True. The dynamic New Keynesian version uses model-consistent expectations: the firm labor-demand condition and the Phillips curve contain E t ​ [⋅] terms, and the model is then simulated as a calibrated New Keynesian model. See p. 205 for the forward-looking equilibrium conditions. Michaillat - 2014 - A Theory of…"
NK_MI14,Lagged_Terms,true,"True. The dynamic model has nontrivial endogenous lags: employment follows n t ​ =(1−s)n t−1 ​ +[1−(1−s)n t−1 ​ ]f(θ t ​ ), and the resource constraint includes hiring costs based on n t ​ −(1−s)n t−1 ​ . These affect equilibrium labor-market dynamics, not just measurement or reporting. Michaillat - 2014 - A Theory of… Michaillat - 2014 - A Theory of…"
NK_MI14,Sticky_Price_Sector,Final Goods Firms,"Final Goods Firms. The paper says the household purchases the final good from firms, and the sticky-price block imposes Rotemberg quadratic price-adjustment costs on firm pricing in the New Keynesian extension. See p. 193 for final-good purchases from firms and p. 200 for quadratic price-adjustment costs. Michaillat - 2014 - A Theory of… Michaillat - 2014 - A Theory of…"
NK_MM10,Rational_Expectations,true,"True. The paper specifies household lifetime expected utility and forward-looking Euler/asset-pricing conditions using E t ​ , and defines a competitive equilibrium in terms of agents’ optimizing decision rules and market clearing, so it is a rational-expectations DSGE (pp. 561–564). Meh and Moran - 2010 - The role…"
NK_MM10,Sticky_Price_Method,Calvo,"Calvo. The paper says households set wages using a “variant of the mechanism used in the price-setting environment above,” with each agent receiving a reoptimization signal with probability 1−ϕ w ​ ; that is the Calvo/staggered-contract setup, applied analogously to prices (p. 562). Meh and Moran - 2010 - The role…"
NK_MM10,Sticky_Wage_Method,Calvo,"Calvo. Households reset wages only when they receive a reoptimization signal with probability 1−ϕ w ​ , with non-reoptimizing households updating according to the model’s wage-setting rule, so the sticky-wage mechanism is Calvo-style staggered wage setting (p. 562). Meh and Moran - 2010 - The role…"
NK_MM10,Price_Index_Method,Prev Price Inflation,"Prev Price Inflation. Non-reoptimizing firms index their prices to realized aggregate inflation from the previous period, so this is lagged/previous price inflation indexation rather than steady-state or mixed target indexation (p. 558). Meh and Moran - 2010 - The role…"
NK_MM10,Price_Index_Coverage,Partial,"Partial. Only non-reoptimizing firms index their prices to past aggregate inflation; reoptimizing firms reset prices optimally, so indexation does not cover all price setters in each period (p. 558). Meh and Moran - 2010 - The role…"
NK_MM10,Wage_Index_Coverage,Partial,"Partial. Only households that do not receive a wage-reoptimization signal index wages to lagged price inflation, while reoptimizing households choose a new optimal wage, so wage indexation does not cover all wage setters each period (p. 562). Meh and Moran - 2010 - The role…"
NK_MPT10,Rational_Expectations,true,"True. The model is written as a forward-looking DSGE with model-consistent expectations, e.g. the surplus equation contains E t ​ {⋅} over future surplus and discount factors, and the NK extension similarly uses E t ​ in the surplus condition; there is no adaptive-learning or non-rational expectations mechanism. See pp. 9 and 32–33. Monacelli et al. - 2010 - Unemp… Monacelli et al. - 2010 - Unemp…"
NK_MPT10,Sticky_Price_Sector,Final Goods Firms,"Final Goods Firms. Sticky prices apply in the retail sector: perfectly competitive intermediate firms sell wholesale goods to monopolistically competitive retailers, and those retailers face Calvo price rigidity when setting final goods prices; see p. 32. Monacelli et al. - 2010 - Unemp…"
NK_MPT10,Sticky_Wage_Method,Other,"Other. Sticky wages enter as an ad hoc real wage rigidity / partial-adjustment rule, w t ​ =(1−γ)w t nb ​ +γw t−1 ​ , rather than Calvo, Rotemberg, or formal wage contracting; the target wage is Nash-bargained, but the rigidity itself is imposed by lagged wage adjustment. See pp. 28–29. Monacelli et al. - 2010 - Unemp…"
NK_MPT10,Price_Indexation,false,"False. The NK extension uses standard Calvo price rigidity, but there is no price-indexation term tying non-reset or reset prices to lagged inflation; price dynamics are forward-looking rather than indexed. See p. 32. Monacelli et al. - 2010 - Unemp…"
NK_NS14,CB_Authors,50,"True — 50% (1 of 2 authors). The paper’s first page lists the authors as Emi Nakamura and Jón Steinsson, and Steinsson’s CV reports “Economist, Central Bank of Iceland, 2000–2001,” which is qualifying pre-publication central-bank employment; Nakamura’s listed Fed role was Junior Resident Scholar in 2007, which I would exclude under your rule against scholar/visiting/graduate-style positions. Paoli and Paustian - 2017 - Coo… eml.berkeley.edu +1"
NK_NS14,Rational_Expectations,true,"True. The paper log-linearizes the model’s equilibrium conditions and solves for the “unique bounded equilibrium” using Sims (2001), which is a standard linear rational-expectations solution method (p. 775). It also contains forward-looking household/financial-market conditions, including complete markets and optimal risk sharing across regions (p. 771). Nakamura and Steinsson - 2014 -… Nakamura and Steinsson - 2014 -…"
NK_NS14,Lagged_Terms,true,"True. The model has nontrivial lagged dynamics: the monetary policy rule includes interest-rate smoothing via the lagged nominal rate r ^ t−1 n ​ on p. 773, and government spending shocks follow a persistent AR(1) process with quarterly coefficient 0.933 on p. 777. Nakamura and Steinsson - 2014 -… Nakamura and Steinsson - 2014 -…"
NK_NS14,Sticky_Price_Sector,Other,"Other. Sticky prices apply to the monopolistically competitive differentiated-goods producers in each region: the paper defines a continuum of home/foreign varieties consumed by households, then has each firm z specialize in producing differentiated good z and face demand from home consumers, foreign consumers, and the government (pp. 770, 774). Nakamura and Steinsson - 2014 -… Nakamura and Steinsson - 2014 -…"
NK_NS14,Estimated,true,"True, but the theoretical model itself is calibrated rather than structurally estimated. The paper estimates the empirical open-economy relative multiplier using regional military-procurement variation and an instrumental-variables approach (pp. 759, 755); the model is then used to interpret/match that estimate, with parameter choices discussed under “Calibration of Preferences and Technology” (p. 775). Nakamura and Steinsson - 2014 -… Nakamura and Steinsson - 2014 -… Nakamura and Steinsson - 2014 -…"
NK_NS14,Est_Date_Range_Start,1966,"1966. The estimation sample uses annual state/regional output and military procurement data for 1966–2006 (p. 759), with the military procurement data compiled from DD-350 records beginning in 1966 (p. 758). Nakamura and Steinsson - 2014 -…"
NK_NS14,Est_Date_Range_End,2006,2006. The estimation sample uses annual state/regional output and military procurement data for 1966–2006 (p. 759). Nakamura and Steinsson - 2014 -…
NK_PP17,Gov_Spend,false,"False. Government activity only appears as lump-sum taxes/subsidies used to offset steady-state distortions, not as a nontrivial government-spending block; the final-good market-clearing condition is just output equals consumption plus Rotemberg price-adjustment costs on p. 326. Paoli and Paustian - 2017 - Coo…"
NK_PP17,Rational_Expectations,true,"True. The model is a standard forward-looking New Keynesian DSGE environment with model-consistent expectations: the equilibrium conditions use E t ​ expectations, and the policy problem is formulated under optimal plans/commitment or discretion rather than learning. See the model’s equilibrium system and policy closure on pp. 328–329. Paoli and Paustian - 2017 - Coo…"
NK_PP17,Lagged_Terms,true,"True. The model has economically meaningful lagged state variables: bank net worth evolves with n ^ t−1 ​ , R ^ t−1 ​ , δ ^ t−1 ​ , ϕ ^ ​ t−1 ​ , S ^ t−1 ​ , so past financial conditions directly affect current equilibrium dynamics. See the aggregate net-worth law of motion and log-linear equilibrium system on pp. 328–329. Paoli and Paustian - 2017 - Coo…"
NK_PP17,Sticky_Price_Sector,Final Goods Firms,Final Goods Firms. Sticky prices apply to final-good firms: the paper states that final-good firms are monopolistically competitive and face Rotemberg quadratic price-adjustment costs on p. 326. Paoli and Paustian - 2017 - Coo…
NK_PP17,Sticky_Wages,false,"False. The household labor supply condition is static and flexible, L t θ ​ c t σ ​ =Ω w ​ w t ​ , and there is no wage-setting block, wage Phillips curve, Calvo wage contract, or wage adjustment cost in the model setup on p. 325. Paoli and Paustian - 2017 - Coo…"
NK_RA16,Tax,false,"False. Taxes appear only as real lump-sum taxes T t ​ in the household budget constraint on p. 1572, so they finance the government side but do not introduce a distortionary margin or nontrivially affect equilibrium allocations. Rannenberg - 2016 - Bank Levera…"
NK_RA16,Gov_Debt,false,"False. Government bonds appear only as one-quarter, risk-free assets that are perfect substitutes with bank deposits and earn the same interest rate in the household problem on p. 1572; there is no nontrivial public-debt stock, maturity structure, fiscal solvency channel, or sovereign-debt/bank-balance-sheet mechanism driving equilibrium. Rannenberg - 2016 - Bank Levera…"
NK_RA16,Rational_Expectations,true,"True. The model is written as a standard forward-looking DSGE with conditional expectations E t ​ in household utility and financial-sector pricing conditions on pp. 1572 and 1576, so the maintained solution concept is rational/model-consistent expectations rather than adaptive or learning expectations. Rannenberg - 2016 - Bank Levera…"
NK_RA16,Sticky_Price_Sector,Intermediate Goods Firms,"Intermediate Goods Firms. Sticky prices apply to the monopolistically competitive retail firms that produce the differentiated varieties in the CES basket; in this classification, those are the price-setting intermediate-goods firms rather than the final aggregator. See p. 1573. Rannenberg - 2016 - Bank Levera…"
NK_RA16,Price_Index_Coverage,Partial,"Partial. Only non-optimizing retail firms that cannot reset prices under Calvo pricing index their prices, while the fraction 1−ξ P ​ that can reset chooses optimal prices; see p. 1573. Rannenberg - 2016 - Bank Levera…"
NK_RW06,CB_Authors,50,"True — 50% (1/2 authors). Ravenna and Walsh are listed on p. 199 of the paper, but Ravenna’s pre-publication central-bank link appears to be only Federal Reserve Bank of San Francisco visiting scholar since 2003, which I would not count; Walsh does count because he was Senior Economist at the Federal Reserve Bank of San Francisco, 1985–1987, before the 2006 publication. Ravenna and Walsh - 2006 - Opti… hec.ca +1"
NK_RW06,Rational_Expectations,true,"True. The model is explicitly forward-looking with conditional expectations E t ​ , including the household objective on p. 201 and the sticky-price equilibrium equations E t ​ π t+1 ​ , E t ​ x t+1 ​ on p. 211; this is the standard rational-expectations NK setup. Ravenna and Walsh - 2006 - Opti… Ravenna and Walsh - 2006 - Opti…"
NK_RW06,Lagged_Terms,false,"False. The core sticky-price equilibrium is forward-looking—IS and Phillips equations use E t ​ x t+1 ​ and E t ​ π t+1 ​ , not lagged endogenous terms—though the paper does assume persistent AR(1) exogenous shocks such as A ^ t ​ =ρ a ​ A ^ t−1 ​ +a t ​ on p. 212. Ravenna and Walsh - 2006 - Opti…"
NK_RW06,Sticky_Price_Sector,Final Goods Firms,"Final Goods Firms. Sticky prices apply to the monopolistically competitive firms producing differentiated final goods: the paper states that the composite consumption good consists of differentiated products produced by “monopolistically competitive final goods producers,” and then applies Calvo price adjustment to those firms on pp. 201–202. Ravenna and Walsh - 2006 - Opti…"
NK_RW06,Price_Index_Method,Steady State Inflation,"Steady State Inflation. Non-reoptimizing firms update their previous price by the steady-state inflation rate, not by lagged realized inflation, under the Calvo price-setting rule on p. 202. Ravenna and Walsh - 2006 - Opti…"
NK_RW06,Price_Index_Coverage,Partial,"Partial. Only the fraction ω of firms that do not optimally adjust prices index/update their previous price by steady-state inflation, while the fraction 1−ω reoptimizes, so indexation is partial on p. 202. Ravenna and Walsh - 2006 - Opti…"
NK_RW06,Estimated,true,True. Section 3 estimates a New Keynesian inflation-adjustment equation for U.S. quarterly data from 1960:Q1–2001:Q1 and tests for the cost channel; the paper reports GMM estimates on pp. 206–209. Ravenna and Walsh - 2006 - Opti… Ravenna and Walsh - 2006 - Opti…
NK_RW06,Est_Date_Range_Start,1960,1960:Q1. The paper’s empirical section says the inflation-adjustment equation is estimated using quarterly U.S. data over 1960:Q1–2001:Q1 on p. 207. Ravenna and Walsh - 2006 - Opti…
NK_RW06,Est_Date_Range_End,2001,2001:Q1. The empirical section states that the model’s inflation-adjustment equation is estimated using quarterly U.S. data over 1960:Q1–2001:Q1 on p. 207. Ravenna and Walsh - 2006 - Opti…
NK_RW97,CB_Authors,0,"False — 0% (0/2 authors). The paper’s first page lists Rotemberg at MIT and Woodford at Princeton, not central-bank affiliations (p. 297). Rotemberg and Woodford - 1997 -… Rotemberg’s biography shows academic appointments at MIT/HBS before publication and only a later 2007 Federal Reserve Bank of Boston visiting-scholar role, which does not count; Woodford’s CV lists academic posts plus Fed “visitor” and “consultant” roles before publication, which also do not count as central-bank employment. hbs.edu +1"
NK_RW97,Gov_Spend,false,"False. The model includes G t ​ as “exogenous variation in autonomous spending,” with government purchases only one possible interpretation, and the authors explicitly say they do not identify G t ​ with government purchases in the national accounts (p. 313). Rotemberg and Woodford - 1997 -…"
NK_RW97,Tax,false,"False. The model has a constant sales/output tax rate in firms’ pricing (p. 315), but it is not a nontrivial equilibrium object for the paper’s monetary-policy experiments; in the welfare section, they explicitly adjust a constant income-tax rate only to keep the average level of output optimal and independent of monetary policy, not as an active fiscal channel (p. 334). Rotemberg and Woodford - 1997 -… Rotemberg and Woodford - 1997 -…"
NK_RW97,Sticky_Price_Sector,Other,Other. Sticky prices apply to the differentiated goods/services sold by monopolistically competitive “sellers”; the paper does not use a separate final-goods versus intermediate-goods sector structure for price stickiness (p. 314). Rotemberg and Woodford - 1997 -…
NK_RW97,Published,false,"False. It was published in NBER Macroeconomics Annual 1997, pp. 297–346, which is an edited annual conference volume rather than a standard academic journal article. Rotemberg and Woodford - 1997 -…"
NK_RW97,Estimated,true,True. The paper explicitly says it estimates a VAR and then estimates structural parameters by choosing values that minimize the distance between theoretical and estimated impulse responses (pp. 299–300). Gertler and Karadi - QE 1 vs. 2…
NK_RW97,Est_Date_Range_Start,1980,1980:Q1. The VAR estimation sample begins in 1980:Q1 because the authors view U.S. monetary policy as having changed significantly around then (p. 302). Rotemberg and Woodford - 1997 -…
